ID,主要编码,疾病名称,std-cut
I10A18001,A18.001+,骨结核,['骨结核']
I10A18002,A18.002+,关节结核,"['关节', '结核']"
I10A18003,A18.003+,鼻骨结核,"['鼻', '骨结核']"
I10A18004,A18.004+,下颌结核,"['下颌', '结核']"
I10A18005,A18.005+,颈椎结核,"['颈椎', '结核']"
I10A18006,A18.006+,胸椎结核,"['胸椎', '结核']"
I10A18007,A18.007+,腰椎结核,"['腰椎', '结核']"
I10A18008,A18.008+,腰椎结核性窦道,"['腰椎', '结核性', '窦道']"
I10A18009,A18.009+,脊柱结核,"['脊柱', '结核']"
I10A18010,A18.010+,脊柱结核性脓肿,"['脊柱', '结核性', '脓肿']"
I10A18011,A18.011,结核性脊柱后凸,"['结核性', '脊柱', '后', '凸']"
I10A18012,A18.012+,脊柱结核性截瘫,"['脊柱', '结核性', '截瘫']"
I10A18013,A18.013+,结核性脊柱裂,"['结核性', '脊柱', '裂']"
I10A18014,A18.014+,肋骨结核,"['肋骨', '结核']"
I10A18015,A18.015+,耻骨结核,"['耻骨', '结核']"
I10A18016,A18.016+,肱骨结核,"['肱骨', '结核']"
I10A18017,A18.017+,桡骨结核,"['桡骨', '结核']"
I10A18018,A18.018+,尺骨结核,"['尺', '骨结核']"
I10A18019,A18.019+,掌骨结核,"['掌', '骨结核']"
I10A18020,A18.020+,指骨结核,"['指', '骨结核']"
I10A18021,A18.021+,股骨结核,"['股', '骨结核']"
I10A18022,A18.022+,胫骨结核,"['胫骨', '结核']"
I10A18023,A18.023+,腓骨结核,"['腓骨', '结核']"
I10A18024,A18.024+,跟骨结核,"['跟', '骨结核']"
I10A18025,A18.025+,楔骨结核,"['楔', '骨结核']"
I10A18026,A18.026+,趾骨结核,"['趾', '骨结核']"
I10A18027,A18.027+,肩关节结核,"['肩关节', '结核']"
I10A18028,A18.028+,肘关节结核,"['肘关节', '结核']"
I10A18029,A18.029+,腕关节结核,"['腕关节', '结核']"
I10A18030,A18.030+,指关节结核,"['指关节', '结核']"
I10A18031,A18.031+,髋关节结核,"['髋关节', '结核']"
I10A18032,A18.032+,骶髂关节结核,"['骶', '髂', '关节', '结核']"
I10A18033,A18.033+,髋关节结核性滑膜炎,"['髋关节', '结核性', '滑膜炎']"
I10A18034,A18.034+,膝关节结核,"['膝关节', '结核']"
I10A18035,A18.035+,膝关节结核性滑膜炎,"['膝关节', '结核性', '滑膜炎']"
I10A18036,A18.036+,踝关节结核,"['踝关节', '结核']"
I10A18037,A18.037+,跖趾关节结核,"['跖', '趾', '关节', '结核']"
I10A18038,A18.038+,趾关节结核,"['趾', '关节', '结核']"
I10A18039,A18.039+,关节结核性风湿病,"['关节', '结核性', '风湿病']"
I10A18040,A18.040+,关节结核性窦道,"['关节', '结核性', '窦道']"
I10A18041,A18.041+,滑膜结核,"['滑膜', '结核']"
I10A18042,A18.042+,肌腱结核,"['肌腱', '结核']"
I10A18043,A18.043+,关节结核性脓肿,"['关节', '结核性', '脓肿']"
I10A18100,A18.100,泌尿生殖系统结核,"['泌尿', '生殖系统', '结核']"
I10A18101,A18.101,泌尿系统结核,"['泌尿系统', '结核']"
I10A18102,A18.102,生殖系统结核,"['生殖系统', '结核']"
I10A18103,A18.103+,肾结核,['肾结核']
I10A18104,A18.104+,结核性肾脓肿,"['结核性', '肾', '脓肿']"
I10A18105,A18.105+,结核性肾盂积水,"['结核性', '肾盂', '积水']"
I10A18106,A18.106+,输尿管结核,"['输尿管', '结核']"
I10A18107,A18.107+,结核性输尿管狭窄,"['结核性', '输尿管', '狭窄']"
I10A18108,A18.108+,膀胱结核,"['膀胱', '结核']"
I10A18109,A18.109+,前列腺结核,"['前列腺', '结核']"
I10A18110,A18.110+,输精管结核,"['输精管', '结核']"
I10A18111,A18.111+,子宫内膜结核,"['子宫', '内膜', '结核']"
I10A18112,A18.112+,子宫颈结核,"['子宫颈', '结核']"
I10A18113,A18.113+,输卵管结核,"['输卵管', '结核']"
I10A18114,A18.114+,卵巢结核,"['卵巢', '结核']"
I10A18115,A18.115+,女性盆腔结核,"['女性', '盆腔', '结核']"
I10A18116,A18.116+,结核性阴囊瘘,"['结核性', '阴囊', '瘘']"
I10A18117,A18.117+,睾丸结核,"['睾丸', '结核']"
I10A18118,A18.118+,附睾结核,"['附睾', '结核']"
I10A18119,A18.119+,阴茎结核,"['阴茎', '结核']"
I10A18200,A18.200,结核性周围淋巴结病,"['结核性', '周围', '淋巴结']"
I10A18201,A18.201,头颈部结核性淋巴结炎,"['头颈部', '结核性', '淋巴结炎']"
I10A18202,A18.202,颊淋巴结结核,"['颊', '淋巴结', '结核']"
I10A18203,A18.203,腮腺淋巴结结核,"['腮腺', '淋巴结', '结核']"
I10A18205,A18.205,颈淋巴结结核,"['颈', '淋巴结', '结核']"
I10A18206,A18.206,锁骨上淋巴结结核,"['锁骨', '上', '淋巴结', '结核']"
I10A18207,A18.207,腋下淋巴结结核,"['腋下', '淋巴结', '结核']"
I10A18208,A18.208,食管旁淋巴结结核,"['食管', '旁', '淋巴结', '结核']"
I10A18209,A18.209,闭孔淋巴结结核,"['闭孔', '淋巴结', '结核']"
I10A18210,A18.210,腹股沟淋巴结结核,"['腹股沟', '淋巴结', '结核']"
I10A18211,A18.211,结核性淋巴管炎,"['结核性', '淋巴管', '炎']"
I10A18212,A18.212,全身多发淋巴结结核,"['全身', '多发', '淋巴结', '结核']"
I10A18300,A18.300,肠、腹膜和肠系膜淋巴结的结核,"['肠', '腹膜', '肠系膜', '淋巴结', '结核']"
I10A18301,A18.301,肝门淋巴结结核,"['肝门', '淋巴结', '结核']"
I10A18302,A18.302+,阑尾结核,"['阑尾', '结核']"
I10A18303,A18.303+,肠结核,['肠结核']
I10A18304,A18.304+,结核性肠炎,"['结核性', '肠炎']"
I10A18305,A18.305+,结肠结核瘤,"['结', '肠结核', '瘤']"
I10A18306,A18.306+,结核性肛瘘,"['结核性', '肛瘘']"
I10A18307,A18.307+,肛周结核,"['肛周', '结核']"
I10A18308,A18.308,腹腔淋巴结结核,"['腹腔', '淋巴结', '结核']"
I10A18309,A18.309,结核性腹腔积液,"['结核性', '腹腔', '积液']"
I10A18310,A18.310,腹膜后淋巴结结核,"['腹膜', '后', '淋巴结', '结核']"
I10A18311,A18.311+,腹膜结核,"['腹膜', '结核']"
I10A18312,A18.312+,腹部结核性脓肿,"['腹部', '结核性', '脓肿']"
I10A18313,A18.313+,腹部结核性窦道,"['腹部', '结核性', '窦道']"
I10A18314,A18.314+,结核性腹膜炎,"['结核性', '腹膜炎']"
I10A18315,A18.315+,肠系膜结核,"['肠系膜', '结核']"
I10A18316,A18.316+,肠系膜淋巴结结核,"['肠系膜', '淋巴结', '结核']"
I10A18317,A18.317,髂窝结核性脓肿,"['髂', '窝', '结核性', '脓肿']"
I10A18318,A18.318,髂窝淋巴结结核,"['髂', '窝', '淋巴结', '结核']"
I10A18400,A18.400,皮肤和皮下组织的结核,"['皮肤', '皮下组织', '结核']"
I10A18401,A18.401,皮肤结核,"['皮肤', '结核']"
I10A18402,A18.402,皮下组织结核,"['皮下组织', '结核']"
I10A18403,A18.403,皮肤结核性窦道,"['皮肤', '结核性', '窦道']"
I10A18404,A18.404,瘰疠性皮肤结核,"['瘰疠', '皮肤', '结核']"
I10A18405,A18.405,结核性皮肤脓肿,"['结核性', '皮肤', '脓肿']"
I10A18406,A18.406,腹壁结核,"['腹壁', '结核']"
I10A18407,A18.407,皮下组织结核性窦道,"['皮下组织', '结核性', '窦道']"
I10A18408,A18.408,结核性结节性红斑,"['结核性', '结节性', '红斑']"
I10A18409,A18.409,播散性粟粒性狼疮,"['播散', '性粟粒性', '狼疮']"
I10A18410,A18.410,寻常性狼疮,"['寻常', '狼疮']"
I10A18411,A18.411,巴赞病,['巴赞病']
I10A18500,A18.500,眼结核,"['眼', '结核']"
I10A18501,A18.501+,视网膜结核,"['视网膜', '结核']"
I10A18502,A18.502+,脉络膜结核,"['脉络膜', '结核']"
I10A18503,A18.503+,视神经结核,"['视神经', '结核']"
I10A18504,A18.504+,葡萄膜结核,"['葡萄膜', '结核']"
I10A18505,A18.505+,结核性葡萄膜炎,"['结核性', '葡萄膜', '炎']"
I10A18506,A18.506+,角膜结核,"['角膜', '结核']"
I10A18600,A18.600,耳结核,"['耳', '结核']"
I10A18601,A18.601+,结核性中耳炎,"['结核性', '中耳炎']"
I10A18700,A18.700+,肾上腺结核,"['肾上腺', '结核']"
I10A18800,A18.800,特指器官结核,"['特指', '器官', '结核']"
I10A18801,A18.801+,垂体结核,"['垂体', '结核']"
I10A18802,A18.802+,舌结核,"['舌', '结核']"
I10A18803,A18.803+,咀嚼肌结核,"['咀嚼', '肌', '结核']"
I10A18804,A18.804+,腮腺结核,"['腮腺', '结核']"
I10A18805,A18.805+,颌下腺结核,"['颌下腺', '结核']"
I10A18806,A18.806+,甲状腺结核,"['甲状腺', '结核']"
I10A18807,A18.807+,结核性食管炎,"['结核性', '食管炎']"
I10A18808,A18.808+,结核性心包炎,"['结核性', '心包炎']"
I10A18809,A18.809+,结核性心包积液,"['结核性', '心包', '积液']"
I10A18810,A18.810+,胸大肌结核,"['胸大肌', '结核']"
I10A18811,A18.811,乳腺结核,"['乳腺', '结核']"
I10A18812,A18.812+,胃结核,"['胃', '结核']"
I10A18813,A18.813+,脾结核,"['脾', '结核']"
I10A18814,A18.814+,肝结核,"['肝', '结核']"
I10A18815,A18.815+,胆管结核,"['胆管', '结核']"
I10A18816,A18.816+,胆囊结核,"['胆囊', '结核']"
I10A18817,A18.817+,胰腺结核,"['胰腺', '结核']"
I10A18818,A18.818+,结核性腹主动脉炎,"['结核性', '腹主', '动脉炎']"
I10A18819,A18.819+,结缔组织结核,"['结缔组织', '结核']"
I10A19000,A19.000,单个特指部位急性粟粒性结核,"['单个', '特指', '部位', '急性', '粟粒性', '结核']"
I10A19001,A19.001,急性血行播散型肺结核,"['急性', '血行', '播散', '型', '肺结核']"
I10A19100,A19.100,多个部位急性粟粒性结核,"['多个', '部位', '急性', '粟粒性', '结核']"
I10A19200,A19.200,急性粟粒性结核,"['急性', '粟粒性', '结核']"
I10A19800,A19.800,特指粟粒性结核,"['特指', '粟粒性', '结核']"
I10A19801,A19.801,亚急性血行播散型肺结核,"['亚急性', '血行', '播散', '型', '肺结核']"
I10A19802,A19.802,慢性血行播散型肺结核,"['慢性', '血行', '播散', '型', '肺结核']"
I10A19803,A19.803,亚急性血行播散型结核,"['亚急性', '血行', '播散', '型', '结核']"
I10A19900,A19.900,粟粒性结核,"['粟粒性', '结核']"
I10A19901,A19.901,结核性多浆膜炎,"['结核性', '多', '浆膜', '炎']"
I10A19902,A19.902,全身性粟粒性结核,"['全身性', '粟粒性', '结核']"
I10A20000,A20.000,腺鼠疫,"['腺', '鼠疫']"
I10A20100,A20.100,蜂窝织皮下型鼠疫,"['蜂窝', '织', '皮下', '型', '鼠疫']"
I10A20101,A20.101,皮肤型鼠疫,"['皮肤', '型', '鼠疫']"
I10A20200,A20.200,肺鼠疫,"['肺', '鼠疫']"
I10A20300,A20.300,脑膜炎型鼠疫,"['脑膜炎', '型', '鼠疫']"
I10A20700,A20.700,败血症型鼠疫,"['败血症', '型', '鼠疫']"
I10A20800,A20.800,特指形式鼠疫,"['特指', '形式', '鼠疫']"
I10A20801,A20.801,顿挫性鼠疫,"['顿挫', '鼠疫']"
I10A20802,A20.802,无症状鼠疫,"['无症状', '鼠疫']"
I10A20803,A20.803,轻型鼠疫,"['轻型', '鼠疫']"
I10A20900,A20.900,鼠疫,['鼠疫']
I10A21000,A21.000,溃疡腺型土拉菌病,"['溃疡', '腺型', '土拉菌']"
I10A21100,A21.100,眼腺型土拉菌病,"['眼腺型', '土拉菌']"
I10A21200,A21.200,肺土拉菌病,['肺土拉菌']
I10A21300,A21.300,胃肠土拉菌病,"['胃肠', '土拉菌']"
I10A21301,A21.301,腹部土啦菌病,"['腹部', '土啦菌']"
I10A21700,A21.700,全身性土拉菌病,"['全身性', '土拉菌']"
I10A21800,A21.800,特指形式土拉菌病,"['特指', '形式', '土拉菌']"
I10A21900,A21.900,土拉菌病,['土拉菌']
I10A22000,A22.000,皮肤炭疽,"['皮肤', '炭疽']"
I10A22100,A22.100,肺炭疽,"['肺', '炭疽']"
I10A22200,A22.200,胃肠炭疽,"['胃肠', '炭疽']"
I10A22700,A22.700,炭疽性败血症,"['炭疽', '败血症']"
I10A22800,A22.800,特指形式炭疽,"['特指', '形式', '炭疽']"
I10A22801,A22.801+,炭疽脑膜炎,"['炭疽', '脑膜炎']"
I10A22900,A22.900,炭疽,['炭疽']
I10A23000,A23.000,马耳他布氏菌病,"['马耳他', '布氏菌']"
I10A23001,A23.001,羊布氏杆菌病,"['羊布', '氏杆菌']"
I10A23100,A23.100,流产布氏菌病,"['流产', '布氏菌']"
I10A23101,A23.101,牛布氏菌病,['牛布氏菌']
I10A23200,A23.200,猪布氏菌病,['猪布氏菌']
I10A23300,A23.300,犬布氏菌病,['犬布氏菌']
I10A23800,A23.800,特指布氏菌病,"['特指', '布氏菌']"
I10A23900,A23.900,布氏菌病,['布氏菌']
I10A23901,A23.901+,布氏菌病脊柱炎,"['布氏菌', '脊柱炎']"
I10A23902,A23.902+,布氏菌病关节炎,"['布氏菌', '关节炎']"
I10A24000,A24.000,鼻疽,['鼻疽']
I10A24100,A24.100,急性和暴发性类鼻疽,"['急性', '暴发性', '类', '鼻疽']"
I10A24101,A24.101,急性类鼻疽,"['急性', '类', '鼻疽']"
I10A24102,A24.102,暴发性类鼻疽,"['暴发性', '类', '鼻疽']"
I10A24200,A24.200,亚急性和慢性类鼻疽,"['亚急性', '慢性', '类', '鼻疽']"
I10A24201,A24.201,亚急性类鼻疽,"['亚急性', '类', '鼻疽']"
I10A24202,A24.202,慢性类鼻疽,"['慢性', '类', '鼻疽']"
I10A24300,A24.300,特指类鼻疽,"['特指', '类', '鼻疽']"
I10A24400,A24.400,类鼻疽,"['类', '鼻疽']"
I10A25000,A25.000,螺菌病,['螺菌病']
I10A25100,A25.100,链杆菌病,"['链', '杆菌']"
I10A25900,A25.900,鼠咬热,"['鼠', '咬', '热']"
I10A26000,A26.000,皮肤类丹毒,"['皮肤', '类', '丹毒']"
I10A26700,A26.700,丹毒丝菌败血症,"['丹毒', '丝菌', '败血症']"
I10A26800,A26.800,特指形式类丹毒,"['特指', '形式', '类', '丹毒']"
I10A26900,A26.900,类丹毒,"['类', '丹毒']"
I10A27000,A27.000,出血性黄疸钩端螺旋体病,"['出血性', '黄疸', '钩', '端', '螺旋体']"
I10A27800,A27.800,特指形式钩端螺旋体病,"['特指', '形式', '钩', '端', '螺旋体']"
I10A27900,A27.900,钩端螺旋体病,"['钩', '端', '螺旋体']"
I10A28000,A28.000,巴斯德菌病,"['巴斯德', '菌病']"
I10A28001,A28.001,巴斯德菌败血症,"['巴斯德', '菌', '败血症']"
I10A28100,A28.100,猫抓病,"['猫', '抓病']"
I10A28200,A28.200,肠外耶尔森菌病,"['肠外', '耶尔森', '菌病']"
I10A28800,A28.800,特指动物源性细菌性疾病,"['特指', '动物', '源性', '细菌性', '疾病']"
I10A28801,A28.801,人感染猪链球菌,"['人', '感染', '猪链球菌']"
I10A28900,A28.900,动物源性细菌性疾病,"['动物', '源性', '细菌性', '疾病']"
I10A30000,A30.000,未定类麻风,"['未定', '类', '麻风']"
I10A30100,A30.100,结核样型麻风,"['结核', '样型', '麻风']"
I10A30200,A30.200,偏结核样型界线类麻风,"['偏', '结核', '样型', '界线', '类', '麻风']"
I10A30300,A30.300,中间界线类麻风,"['中间', '界线', '类', '麻风']"
I10A30400,A30.400,偏瘤型界线类麻风,"['偏瘤', '型', '界线', '类', '麻风']"
I10A30500,A30.500,瘤型麻风,"['瘤', '型', '麻风']"
I10A30800,A30.800,特指形式麻风,"['特指', '形式', '麻风']"
I10A30900,A30.900,麻风,['麻风']
I10A31000,A31.000,肺分枝杆菌感染,"['肺', '分枝杆菌', '感染']"
I10A31001,A31.001,肺非典型分枝杆菌病,"['肺', '非典型', '分枝杆菌']"
I10A31002,A31.002,鸟-胞内复合分枝杆菌感染,"['鸟', '胞', '内', '复合', '分枝杆菌', '感染']"
I10A31100,A31.100,皮肤分枝杆菌感染,"['皮肤', '分枝杆菌', '感染']"
I10A31101,A31.101,伯鲁里溃疡,"['伯鲁里', '溃疡']"
I10A31102,A31.102,海分枝杆菌感染,"['海', '分枝杆菌', '感染']"
I10A31800,A31.800,特指分枝杆菌感染,"['特指', '分枝杆菌', '感染']"
I10A31801,A31.801,淋巴结分枝杆菌感染,"['淋巴结', '分枝杆菌', '感染']"
I10A31802,A31.802,足分枝杆菌病,"['足', '分枝杆菌']"
I10A31803,A31.803,播散性非结核分枝杆菌病,"['播散', '性非', '结核', '分枝杆菌']"
I10A31900,A31.900,分枝杆菌感染,"['分枝杆菌', '感染']"
I10A31901,A31.901,非典型分枝杆菌感染,"['非典型', '分枝杆菌', '感染']"
I10A32000,A32.000,皮肤利斯特菌病,"['皮肤', '利斯特', '菌病']"
I10A32100,A32.100+,利斯特菌性脑膜炎和脑膜脑炎,"['利斯特', '菌性', '脑膜炎', '脑膜', '脑炎']"
I10A32101,A32.101+,利斯特菌性脑膜炎,"['利斯特', '菌性', '脑膜炎']"
I10A32102,A32.102+,利斯特菌性脑膜脑炎,"['利斯特', '菌性', '脑膜', '脑炎']"
I10A32700,A32.700,利斯特菌败血症,"['利斯特', '菌', '败血症']"
I10A32701,A32.701,单核细胞增多性利斯特菌败血症,"['单核细胞', '增多', '利斯特', '菌', '败血症']"
I10A32800,A32.800,特指形式利斯特菌病,"['特指', '形式', '利斯特', '菌病']"
I10A32801,A32.801+,利斯特菌性大脑动脉炎,"['利斯特', '菌性', '大脑', '动脉炎']"
I10A32802,A32.802+,利斯特菌性心内膜炎,"['利斯特', '菌性', '心内膜炎']"
I10A32803,A32.803,眼腺利斯特菌病,"['眼腺', '利斯特', '菌病']"
I10A32900,A32.900,利斯特菌病,"['利斯特', '菌病']"
I10A33X00,A33.X00,新生儿破伤风,"['新生儿', '破伤风']"
I10A34X00,A34.X00,产科破伤风,"['产科', '破伤风']"
I10A35X00,A35.X00,特指破伤风,"['特指', '破伤风']"
I10A36000,A36.000,咽白喉,"['咽', '白喉']"
I10A36100,A36.100,鼻咽白喉,"['鼻咽', '白喉']"
I10A36200,A36.200,喉白喉,"['喉', '白喉']"
I10A36201,A36.201,白喉性喉气管炎,"['白喉', '性喉', '气管炎']"
I10A36300,A36.300,皮肤白喉,"['皮肤', '白喉']"
I10A36800,A36.800,特指白喉,"['特指', '白喉']"
I10A36801,A36.801+,白喉性结膜炎,"['白喉', '结膜炎']"
I10A36802,A36.802+,白喉性心肌炎,"['白喉', '心肌炎']"
I10A36803,A36.803+,白喉性多神经炎,"['白喉', '性多', '神经炎']"
I10A36900,A36.900,白喉,['白喉']
I10A37000,A37.000,百日咳博德特杆菌性百日咳,"['百日咳', '博德', '特', '杆菌']"
I10A37001,A37.001,百日咳鲍特菌性百日咳,"['百日咳', '鲍特菌性']"
I10A37100,A37.100,副百日咳博德特杆菌性百日咳,"['副', '百日咳', '博德', '特', '杆菌']"
I10A37101,A37.101,副百日咳鲍特菌性百日咳,"['副', '百日咳', '鲍特菌性']"
I10A37800,A37.800,特指博德特杆菌属性百日咳,"['特指', '博德', '特', '杆菌', '属性', '百日咳']"
I10A37900,A37.900,百日咳,['百日咳']
I10A37901,A37.901+,百日咳肺炎,"['百日咳', '肺炎']"
I10A38X00,A38.X00,猩红热,['猩红热']
I10A39000,A39.000+,脑膜炎球菌性脑膜炎,"['脑膜炎', '球菌']"
I10A39001,A39.001+,普通型流行性脑脊髓膜炎,"['普通型', '流行性', '脑脊髓', '膜炎']"
I10A39002,A39.002+,暴发型流行性脑脊髓膜炎,"['暴发型', '流行性', '脑脊髓', '膜炎']"
